mode,started_at,finished_at,requested_clients,authenticated_clients,messages_attempted,messages_succeeded,messages_failed,ack_succeeded,ack_failed,throughput_messages_per_second,pending_fetch_requests,reconnect_authentication_p99_ms,reconnect_pool_max_waiting,reconnect_postgres_max_connections,reconnect_server_cpu_percent,reconnect_server_event_loop_utilization_percent,reconnect_server_event_loop_delay_p99_ms,reconnect_driver_cpu_percent,reconnect_driver_event_loop_utilization_percent,reconnect_driver_event_loop_delay_p99_ms,authentication_p99_ms,accept_p99_ms,pending_fetch_p99_ms,acknowledge_p99_ms,send_to_visible_p99_ms,visible_to_ack_p99_ms,send_to_ack_p99_ms,send_to_ack_max_ms,auth_connection_wait_p99_ms,accept_connection_wait_p99_ms,pending_connection_wait_p99_ms,ack_connection_wait_p99_ms,pool_max_total,pool_min_idle,pool_max_waiting,postgres_max_connections,postgres_max_lock_waiting,server_cpu_percent,server_event_loop_utilization_percent,server_event_loop_delay_p99_ms,driver_cpu_percent,driver_event_loop_utilization_percent,driver_event_loop_delay_p99_ms,duplicates,exactly_once_violations,duration_ms,result,reason
independent-streaming,2026-09-01T22:12:57.802Z,2026-09-01T22:13:02.195Z,500,500,500,500,0,500,0,113.82,6659,368.2117330000001,486,21,132.22664561294414,99.7362111105208,16.187391,83.65274341761538,52.491191104795,14.852095,623.8756409999987,391.3014029999995,606.8339370000012,393.69274399999995,3712.3757879999994,986.1042849999994,4225.916915,4249.417158999999,376.0656510000008,377.3043749999997,370.91220299999986,378.19268900000134,20,0,647,21,0,128.06805549426485,98.88768473730869,18.137087,69.17020578165567,49.22863502796255,16.842751,0,0,4393,FAIL,"p99 4225.9ms exceeded 2000ms"
