mode,started_at,finished_at,requested_clients,authenticated_clients,messages_attempted,messages_succeeded,messages_failed,ack_succeeded,ack_failed,throughput_messages_per_second,pending_fetch_requests,reconnect_authentication_p99_ms,reconnect_pool_max_waiting,reconnect_postgres_max_connections,reconnect_server_cpu_percent,reconnect_server_event_loop_utilization_percent,reconnect_server_event_loop_delay_p99_ms,reconnect_driver_cpu_percent,reconnect_driver_event_loop_utilization_percent,reconnect_driver_event_loop_delay_p99_ms,authentication_p99_ms,accept_p99_ms,pending_fetch_p99_ms,acknowledge_p99_ms,send_to_visible_p99_ms,visible_to_ack_p99_ms,send_to_ack_p99_ms,send_to_ack_max_ms,auth_connection_wait_p99_ms,accept_connection_wait_p99_ms,pending_connection_wait_p99_ms,ack_connection_wait_p99_ms,pool_max_total,pool_min_idle,pool_max_waiting,postgres_max_connections,postgres_max_lock_waiting,server_cpu_percent,server_event_loop_utilization_percent,server_event_loop_delay_p99_ms,driver_cpu_percent,driver_event_loop_utilization_percent,driver_event_loop_delay_p99_ms,duplicates,exactly_once_violations,duration_ms,result,reason
independent-streaming,2026-09-01T22:14:35.015Z,2026-09-01T22:14:38.645Z,500,500,500,500,0,500,0,137.74,5266,219.361715,239,21,121.20124254468368,90.60431787760474,16.506879,71.3730939986441,44.85948855307817,13.369343,342.0844269999998,207.61194500000056,330.4979169999988,208.4935000000005,3115.739230000001,512.5209240000004,3471.8535429999993,3476.224383999999,186.51215899999988,192.99716999999873,185.53792900000008,190.68801899999926,20,0,375,21,0,110.48975605806079,85.79154730946648,16.400383,69.43068926384989,45.16691463759894,13.950975,0,0,3630,FAIL,"p99 3471.9ms exceeded 2000ms"
