mode,started_at,finished_at,requested_clients,authenticated_clients,messages_attempted,messages_succeeded,messages_failed,ack_succeeded,ack_failed,throughput_messages_per_second,pending_fetch_requests,reconnect_authentication_p99_ms,reconnect_pool_max_waiting,reconnect_postgres_max_connections,reconnect_server_cpu_percent,reconnect_server_event_loop_utilization_percent,reconnect_server_event_loop_delay_p99_ms,reconnect_driver_cpu_percent,reconnect_driver_event_loop_utilization_percent,reconnect_driver_event_loop_delay_p99_ms,authentication_p99_ms,accept_p99_ms,pending_fetch_p99_ms,acknowledge_p99_ms,send_to_visible_p99_ms,visible_to_ack_p99_ms,send_to_ack_p99_ms,send_to_ack_max_ms,auth_connection_wait_p99_ms,accept_connection_wait_p99_ms,pending_connection_wait_p99_ms,ack_connection_wait_p99_ms,pool_max_total,pool_min_idle,pool_max_waiting,postgres_max_connections,postgres_max_lock_waiting,server_cpu_percent,server_event_loop_utilization_percent,server_event_loop_delay_p99_ms,driver_cpu_percent,driver_event_loop_utilization_percent,driver_event_loop_delay_p99_ms,duplicates,exactly_once_violations,duration_ms,result,reason
independent-streaming,2026-09-01T22:14:19.306Z,2026-09-01T22:14:22.877Z,500,500,500,500,0,500,0,140.02,5341,299.0873440000005,236,21,119.9211593615643,89.85020430147124,14.934015,72.1888695702298,45.12655626377575,13.205503,282.5993150000013,170.6243510000004,227.76619500000015,131.43866399999933,3207.8974020000005,362.701982999999,3499.1831679999996,3547.5366830000003,151.59172500000022,155.4920000000002,119.1097860000009,118.18186100000094,20,0,297,21,0,110.22173954363296,85.30248490023737,16.711679,67.28090752339547,44.79743937957372,23.904255,0,0,3571,FAIL,"p99 3499.2ms exceeded 2000ms"
